Neighborhood,Education Level,Employment Status,Age,Years of Experience,Annual Income,Gender,Household Size
Rosedale,Postgraduate,Full-time,70,1,99923,Male,4
Kingsley,None,Full-time,56,5,18385,Male,1
Rosedale,Technical,Part-time,64,20,25056,Female,4
Ashford,Postgraduate,Full-time,46,8,96965,Male,4
Maplewood,Bachelors,Full-time,39,9,67427,Female,3
Maplewood,Bachelors,Retired,62,0,32841,Female,3
Kingsley,Bachelors,Unemployed,30,0,24805,Other,6
Maplewood,Bachelors,Part-time,77,35,45754,Female,7
Kingsley,Postgraduate,Part-time,26,2,61563,Male,6
Kingsley,Postgraduate,Full-time,41,8,100840,Female,1
Kingsley,Bachelors,Unemployed,32,0,23810,Male,6
Maplewood,Technical,Full-time,53,23,41064,Female,2
Kingsley,Postgraduate,Retired,30,0,52144,Female,1
Maplewood,None,Full-time,44,21,19352,Female,4
Kingsley,Technical,Unemployed,61,0,7184,Male,6
Huntington,Postgraduate,Retired,54,0,50809,Female,6
Kingsley,Technical,Retired,24,0,19065,Male,7
Rosedale,Technical,Full-time,25,0,42181,Male,6
Kingsley,Technical,Full-time,54,13,43437,Female,3
Ashford,Postgraduate,Part-time,58,26,62504,Male,4
Kingsley,Bachelors,Retired,31,0,37426,Other,6
Rosedale,Bachelors,Full-time,75,32,74057,Male,5
Rosedale,Technical,Unemployed,29,0,9087,Female,5
Maplewood,Bachelors,Unemployed,53,0,16600,Male,4
Huntington,Bachelors,Full-time,69,21,72804,Female,6
Kingsley,Technical,Retired,78,0,20537,Female,7
Maplewood,Bachelors,Part-time,57,28,40033,Female,2
Huntington,Technical,Full-time,34,5,37056,Male,7
Kingsley,Postgraduate,Full-time,57,18,103724,Female,2
Ashford,Bachelors,Part-time,70,12,42084,Male,1
Kingsley,Postgraduate,Retired,46,0,47042,Male,1
Rosedale,Technical,Full-time,79,58,42960,Male,7
Rosedale,Bachelors,Part-time,44,25,37357,Female,6
Ashford,Bachelors,Part-time,18,0,37377,Male,7
Maplewood,Bachelors,Retired,69,0,34488,Female,1
Huntington,Postgraduate,Full-time,51,21,99797,Female,3
Kingsley,Technical,Unemployed,21,0,10307,Male,2
Rosedale,Technical,Full-time,41,20,37596,Female,4
Maplewood,Bachelors,Full-time,38,3,65783,Male,7
Ashford,Bachelors,Full-time,50,1,70924,Female,6
Rosedale,Bachelors,Full-time,24,6,67379,Male,6
Ashford,Technical,Unemployed,18,0,14831,Female,5
Kingsley,Bachelors,Full-time,58,29,74174,Male,2
Huntington,Technical,Retired,20,0,24234,Male,2
Rosedale,Bachelors,Full-time,61,26,70267,Male,2
Rosedale,Bachelors,Full-time,68,6,72638,Male,7
Kingsley,Bachelors,Unemployed,32,0,18538,Male,1
Maplewood,Technical,Retired,48,0,15861,Male,3
Huntington,Bachelors,Full-time,71,19,66876,Female,7
Rosedale,Technical,Part-time,33,1,22526,Female,4
Huntington,Technical,Full-time,27,6,44877,Female,1
Rosedale,Bachelors,Full-time,71,12,66622,Female,7
Huntington,Postgraduate,Retired,46,0,50518,Female,3
Ashford,Technical,Retired,76,0,17657,Female,2
Rosedale,Bachelors,Full-time,76,16,66932,Female,3
Huntington,Postgraduate,Unemployed,23,0,33699,Male,1
Maplewood,Postgraduate,Part-time,46,3,58478,Female,7
Ashford,Technical,Full-time,34,13,37656,Male,2
Ashford,Postgraduate,Part-time,70,19,64313,Female,7
Maplewood,Technical,Part-time,77,59,19289,Female,1
Huntington,Technical,Part-time,39,12,26011,Male,4
Kingsley,None,Full-time,41,2,20858,Female,2
Maplewood,Bachelors,Part-time,78,25,44323,Male,3
Huntington,Technical,Full-time,34,13,37829,Male,1
Maplewood,Technical,Retired,38,0,20962,Male,5
Maplewood,Technical,Part-time,68,46,23812,Female,3
Rosedale,Postgraduate,Full-time,67,2,102264,Female,3
Huntington,Postgraduate,Retired,28,0,54592,Female,2
Kingsley,Technical,Unemployed,73,0,15758,Male,7
Rosedale,Postgraduate,Unemployed,24,0,26473,Female,6
Maplewood,Postgraduate,Full-time,59,0,96987,Female,3
Maplewood,Bachelors,Full-time,56,25,72673,Male,1
