House Number,Neighborhood,Household Income,House Size (sqf),House Market Value,Family Size,Identified Race,Swimming Pool,Ownership
1436,Maplewood,48768,4663,209537,5,Black,Yes,Own
1437,Rosedale,211033,3092,984248,6,Black,Yes,Own
1438,Kingsley,111099,2185,1175152,7,Asian,No,Own
1439,Maplewood,188957,4699,1329748,3,Hispanic,No,Own
1440,Kingsley,117421,4392,1229814,3,Asian,No,Own
1441,Huntington,222154,3233,1363621,2,Asian,No,Own
1442,Maplewood,36895,3606,1274461,1,Asian,No,Rent
1443,Kingsley,211383,4183,1239429,6,Black,No,Own
1444,Rosedale,228139,2101,1102383,6,White,No,Own
1445,Huntington,101017,1558,1439864,2,Other,No,Rent
1446,Maplewood,53932,1546,1011575,4,Black,Yes,Own
1447,Kingsley,51360,1392,1487868,5,Other,No,Own
1448,Huntington,84847,3686,1471318,6,Other,Yes,Own
1449,Huntington,120365,4911,775609,3,Hispanic,No,Own
1450,Kingsley,115468,1868,566981,2,Asian,Yes,Own
1451,Ashford,68931,4107,191810,5,Hispanic,No,Rent
1452,Kingsley,85823,1502,989302,7,Asian,No,Own
1453,Huntington,68032,904,1220707,5,Black,No,Own
1454,Ashford,242498,2297,1318025,6,Other,No,Rent
1455,Maplewood,48807,4633,545581,1,Hispanic,No,Own
1456,Huntington,172839,1195,1445271,3,Black,No,Own
1457,Kingsley,169143,4317,929358,5,Black,No,Own
1458,Kingsley,83413,3453,190214,7,Asian,No,Own
1459,Maplewood,187221,4091,449894,3,Other,Yes,Own
1460,Kingsley,45540,2810,1187175,6,Asian,No,Rent
1461,Rosedale,100248,4681,329417,2,Asian,No,Own
1462,Kingsley,140494,2788,733778,7,Black,No,Own
1463,Maplewood,115435,2468,646881,5,Asian,No,Rent
1464,Kingsley,49787,1851,734153,7,White,No,Own
1465,Huntington,50982,3641,1077397,6,Other,No,Own
1466,Maplewood,52606,4384,797996,5,Asian,No,Rent
1467,Huntington,171222,1147,562441,7,Asian,No,Rent
1468,Rosedale,247001,2063,1057867,2,Hispanic,No,Own
1469,Huntington,142223,3542,1335607,7,Other,No,Rent
1470,Kingsley,76936,2873,841277,3,Other,Yes,Own
1471,Ashford,123286,3948,329701,3,Asian,No,Rent
1472,Kingsley,169665,2151,1106629,5,White,No,Rent
1473,Huntington,178430,3621,232192,6,Hispanic,No,Own
1474,Rosedale,243215,4627,1033995,2,White,No,Own
1475,Rosedale,67381,1469,1192214,4,Asian,No,Own
1476,Kingsley,151465,3446,1318710,3,Other,No,Rent
1477,Huntington,58074,1066,1106648,7,Other,Yes,Rent
1478,Kingsley,181667,2238,1163789,4,White,No,Own
1479,Kingsley,74194,3493,441910,7,Black,No,Rent
1480,Rosedale,210449,1822,765400,5,Asian,No,Rent
1481,Huntington,56853,2837,821662,4,Other,No,Rent
1482,Maplewood,103719,1364,867360,6,Black,Yes,Rent
1483,Ashford,181733,1859,872354,7,Other,No,Own
1484,Maplewood,211565,2224,314480,6,Other,No,Own
1485,Rosedale,148724,4923,832654,7,Black,Yes,Rent
1486,Rosedale,197567,1019,511973,4,White,No,Rent
1487,Rosedale,43703,1205,611213,6,Asian,No,Own
1488,Kingsley,214152,2437,614738,3,Black,No,Own
1489,Rosedale,191887,3118,1293960,5,Black,Yes,Rent
1490,Rosedale,190637,2559,515335,4,Other,No,Rent
1491,Maplewood,224393,2474,1291452,7,Black,No,Own
1492,Rosedale,147491,1591,438663,3,Asian,No,Own
1493,Maplewood,88453,4382,785359,7,White,No,Rent
1494,Maplewood,118478,2109,1057262,4,White,Yes,Rent
1495,Kingsley,63161,4633,980756,7,White,No,Rent
1496,Kingsley,217063,2130,562735,3,Asian,No,Rent
1497,Kingsley,144296,1310,363648,6,Other,No,Own
1498,Ashford,170788,3372,1138985,6,Asian,No,Rent
1499,Rosedale,63349,4729,430130,5,Black,Yes,Rent
1500,Huntington,77098,1291,569988,7,Hispanic,No,Own
1501,Ashford,138435,2417,1003153,6,Hispanic,No,Rent
1502,Ashford,161204,2856,175427,2,Hispanic,No,Rent
1503,Maplewood,81990,2320,1449507,3,White,Yes,Rent
1504,Rosedale,98921,2383,113898,3,Asian,No,Own
1505,Rosedale,197610,2375,1027976,4,Asian,No,Own
1506,Rosedale,130572,4746,1229376,5,White,Yes,Own
1507,Ashford,37213,2561,471167,1,Black,No,Own
1508,Ashford,154693,2791,1050136,6,Hispanic,Yes,Own
1509,Kingsley,205295,3979,1275294,1,Hispanic,No,Own
1510,Kingsley,121655,4126,658031,2,White,No,Own
1511,Huntington,98371,1846,867877,5,Hispanic,No,Rent
1512,Kingsley,98274,3692,1323034,3,Other,No,Own
1513,Huntington,137853,3413,230864,1,Asian,No,Own
1514,Maplewood,34134,4692,1300971,2,Hispanic,No,Own
1515,Maplewood,121428,4944,1320967,5,Hispanic,No,Own
1516,Maplewood,69601,1261,330804,2,Other,No,Rent
1517,Kingsley,103889,2181,888512,6,Black,No,Own
1518,Huntington,45690,1945,1293424,1,Black,No,Own
1519,Maplewood,31909,4315,1345879,4,Other,No,Own
1520,Huntington,121239,992,1333460,4,Black,No,Own
1521,Maplewood,110032,4334,1226161,5,White,No,Own
1522,Huntington,42062,1555,1272723,2,Other,Yes,Own
1523,Rosedale,105386,2484,1164204,3,Asian,Yes,Own
1524,Maplewood,195803,3325,487994,1,Asian,Yes,Own
1525,Ashford,166225,1627,1408093,4,Asian,No,Rent
1526,Rosedale,171553,1689,239337,4,Hispanic,No,Own
1527,Rosedale,129270,3255,898892,2,Other,No,Own
1528,Rosedale,96425,3133,359970,4,Other,Yes,Own
1529,Huntington,224672,910,888634,7,Black,No,Own
1530,Ashford,114981,1592,1262422,2,Other,No,Own
1531,Rosedale,233069,3443,975842,1,Other,No,Own
1532,Kingsley,134470,4214,344000,2,Black,No,Own
1533,Kingsley,189277,2109,373994,4,Other,No,Own
1534,Rosedale,118887,1096,758166,2,Other,No,Own
1535,Rosedale,111542,2429,1024667,4,White,Yes,Own
1536,Maplewood,205221,1368,456512,6,Black,No,Rent
1537,Maplewood,79112,4911,886617,5,White,No,Own
1538,Kingsley,172012,871,1173294,4,Hispanic,No,Own
1539,Maplewood,89010,865,1278869,7,Black,Yes,Rent
1540,Ashford,237866,1679,771366,7,Other,Yes,Own
1541,Kingsley,54485,867,849440,7,Other,No,Own
1542,Maplewood,119299,2016,526185,7,White,No,Own
1543,Ashford,135584,3827,701108,4,White,No,Own
1544,Rosedale,162139,4039,990446,4,Hispanic,No,Own
1545,Huntington,50607,4280,1147197,5,Hispanic,No,Rent
1546,Ashford,91597,1307,1135357,6,Other,No,Own
1547,Huntington,104554,4514,520871,3,Asian,No,Own
1548,Ashford,209593,3684,181234,4,Hispanic,Yes,Own
1549,Maplewood,45187,1925,593622,3,Other,No,Own
1550,Kingsley,33985,1685,371246,1,Hispanic,No,Own
1551,Huntington,204124,3641,953539,6,Black,Yes,Own
1552,Kingsley,180635,4677,334501,2,White,No,Own
1553,Huntington,208394,3325,1039057,3,Other,No,Own
1554,Huntington,222317,1725,1232655,7,Hispanic,Yes,Rent
1555,Maplewood,81514,2738,718725,6,White,Yes,Own
1556,Maplewood,48608,4614,297937,1,Asian,No,Own
1557,Kingsley,228334,4162,480445,6,Hispanic,No,Own
1558,Rosedale,101327,4032,256454,2,Other,No,Own
1559,Huntington,218297,4544,138795,4,Black,No,Own
1560,Huntington,235066,4265,1200001,4,White,No,Rent
1561,Rosedale,47221,1240,681690,7,White,No,Own
1562,Maplewood,78506,4411,555755,4,Black,No,Own
1563,Kingsley,50968,1261,465271,5,Other,No,Rent
1564,Rosedale,157677,1411,1040963,5,Asian,No,Own
1565,Huntington,243678,4271,1352143,5,Black,No,Rent
1566,Rosedale,189009,3963,719405,7,Asian,No,Own
1567,Kingsley,223507,805,1410288,5,Other,No,Own
1568,Maplewood,210580,4770,564962,1,Hispanic,Yes,Rent
1569,Kingsley,202903,3658,1335926,7,Hispanic,No,Rent
1570,Ashford,204005,3406,440300,6,Other,No,Own
1571,Ashford,208379,898,529960,1,Asian,No,Own
1572,Maplewood,209412,1325,1499060,4,Black,No,Own
1573,Kingsley,132951,1980,130568,2,Other,No,Own
1574,Huntington,138306,2489,1035495,5,Other,No,Rent
1575,Maplewood,247410,1938,1419632,6,Hispanic,Yes,Own
1576,Maplewood,73601,3871,787887,2,Black,No,Own
1577,Maplewood,237028,3727,1113903,7,Hispanic,No,Rent
1578,Kingsley,102178,3592,1461146,7,Asian,Yes,Rent
1579,Kingsley,246383,814,330066,1,Asian,No,Own
1580,Ashford,189826,3215,1401583,5,White,No,Rent
1581,Maplewood,204382,3485,594957,7,Other,Yes,Own
1582,Rosedale,99893,3700,102355,1,Black,No,Rent
1583,Ashford,116799,2036,196429,1,Black,No,Own
1584,Ashford,78367,4900,578187,3,Hispanic,No,Rent
1585,Huntington,43201,4020,538949,6,Hispanic,No,Own
1586,Maplewood,163811,2407,1070220,1,Black,No,Own
1587,Kingsley,43231,4363,211151,4,Hispanic,No,Own
1588,Rosedale,203567,4097,1449246,7,White,Yes,Rent
1589,Rosedale,182240,3433,427521,1,Other,No,Rent
1590,Kingsley,193696,4690,275477,5,White,No,Own
1591,Kingsley,171707,3608,604898,7,Asian,No,Own
1592,Huntington,39964,1591,675817,7,Black,Yes,Own
1593,Maplewood,188857,1799,212833,4,White,No,Own
1594,Maplewood,243869,951,1252154,1,White,No,Own
1595,Kingsley,245862,3863,1332031,4,Hispanic,No,Own
1596,Ashford,238000,2891,605527,1,Hispanic,No,Own
1597,Rosedale,42336,4882,663465,6,Hispanic,No,Own
1598,Maplewood,107475,4826,741191,4,Asian,Yes,Rent
1599,Maplewood,188484,3777,581465,2,White,No,Own
1600,Huntington,112212,1642,1450405,3,Other,No,Own
1601,Maplewood,105379,4593,1356870,4,Hispanic,No,Own
1602,Rosedale,75591,2870,168590,5,Asian,No,Own
1603,Maplewood,91750,2459,1419697,3,Asian,No,Own
1604,Rosedale,120648,1397,977000,3,Hispanic,No,Own
1605,Maplewood,126134,3313,935399,1,Black,No,Own
1606,Ashford,196526,4935,1484792,4,White,No,Own
1607,Maplewood,128537,4403,508286,6,Hispanic,No,Own
1608,Huntington,92672,2016,907932,7,Other,No,Own
1609,Maplewood,57228,3091,599203,3,White,Yes,Own
1610,Ashford,44429,4611,1001907,5,Asian,No,Own
1611,Huntington,114294,1731,634299,6,Other,No,Own
1612,Kingsley,228880,2938,279111,6,White,No,Own
1613,Ashford,243958,4802,502112,5,Other,No,Own
1614,Rosedale,145577,3778,457479,7,Asian,No,Rent
1615,Rosedale,214087,4692,1097622,5,Hispanic,No,Rent
1616,Kingsley,118074,3718,100814,1,Other,No,Own
1617,Huntington,98936,3364,568492,2,Hispanic,No,Own
1618,Kingsley,241979,2563,1118585,7,Asian,Yes,Own
1619,Ashford,87378,2970,1430870,4,Asian,No,Own
1620,Kingsley,67310,1135,103825,3,Other,No,Own
1621,Ashford,131827,1976,674656,4,Other,No,Own
1622,Maplewood,244755,3821,508016,6,Asian,No,Rent
1623,Ashford,229899,1578,1224111,3,Other,No,Own
1624,Huntington,196328,1985,186390,7,Other,No,Rent
1625,Maplewood,237500,4085,323923,1,Other,No,Own
1626,Kingsley,129862,4247,830377,4,Other,No,Own
1627,Maplewood,68889,4791,279577,1,White,Yes,Own
1628,Ashford,81428,3270,838142,1,Asian,No,Own
1629,Maplewood,140502,1738,909033,7,Asian,Yes,Rent
1630,Ashford,198279,4806,1290325,4,Black,No,Own
1631,Kingsley,80255,2735,522768,4,Hispanic,No,Own
1632,Rosedale,135824,1433,561107,7,Black,No,Own
1633,Kingsley,35409,2053,593915,7,Other,No,Own
1634,Kingsley,72438,1882,1271931,3,Other,Yes,Own
1635,Huntington,37869,2943,264364,6,White,No,Own
1636,Maplewood,217934,2085,228424,6,White,No,Own
1637,Rosedale,249009,1153,225451,7,White,No,Rent
1638,Maplewood,55958,2685,428241,5,White,No,Own
1639,Huntington,237374,2618,771544,1,White,No,Own
1640,Huntington,180840,3320,1107537,6,White,No,Own
1641,Ashford,187217,4808,1368984,2,White,No,Rent
1642,Huntington,105622,3822,1078550,7,White,No,Own
1643,Ashford,56442,3384,1477461,7,White,No,Rent
1644,Kingsley,111948,2347,685665,3,Asian,No,Own
1645,Maplewood,55596,4818,669449,7,White,Yes,Own
1646,Kingsley,105791,2168,790366,3,Hispanic,No,Own
1647,Maplewood,72406,4137,248616,5,White,No,Rent
1648,Huntington,70524,2557,629527,5,Other,No,Own
1649,Kingsley,184404,2317,669073,7,Other,No,Own
1650,Kingsley,140160,4284,123358,1,White,No,Own
1651,Maplewood,176836,4485,575890,3,White,No,Own
1652,Rosedale,188635,3852,1336098,3,Other,No,Own
1653,Rosedale,248747,3496,319592,2,Hispanic,Yes,Rent
1654,Rosedale,197442,990,259500,1,Black,No,Rent
1655,Maplewood,35062,1732,1157672,1,Asian,No,Rent
1656,Huntington,74645,4038,1196158,6,Other,Yes,Own
1657,Ashford,152759,3015,812755,5,White,No,Own
1658,Rosedale,37244,1365,998027,6,Asian,No,Own
1659,Rosedale,167444,1934,1480204,1,White,No,Own
1660,Rosedale,115501,1543,887719,7,Black,No,Rent
1661,Kingsley,147450,1472,1466908,2,Black,No,Own
1662,Ashford,225543,3711,475038,7,Other,No,Rent
1663,Huntington,46956,1330,1281420,7,Asian,No,Rent
1664,Ashford,201545,3821,1332702,1,Asian,No,Own
1665,Huntington,174966,1361,1072382,6,Black,Yes,Own
1666,Huntington,230658,1101,751088,4,White,No,Own
1667,Maplewood,46709,4567,1469013,7,Other,No,Own
1668,Huntington,242330,1309,574514,7,Hispanic,No,Own
1669,Maplewood,148428,4245,631501,4,Black,No,Rent
1670,Huntington,45210,3003,1425661,2,Black,Yes,Own
1671,Rosedale,210582,3634,982313,5,Other,No,Own
1672,Huntington,132081,1594,509180,3,White,No,Rent
1673,Huntington,199746,3279,1175431,1,Asian,No,Rent
1674,Huntington,130025,2323,1076273,6,Black,No,Rent
1675,Kingsley,178805,2994,1101008,5,Other,Yes,Own
1676,Rosedale,181152,3328,901341,6,Other,No,Own
1677,Maplewood,214484,1234,834474,5,Other,No,Own
1678,Rosedale,154476,2838,516584,1,Asian,No,Own
1679,Maplewood,220043,2506,194135,3,Black,Yes,Own
1680,Kingsley,200781,868,695543,1,Other,No,Own
1681,Rosedale,89846,2704,1361144,3,Asian,No,Rent
1682,Huntington,95480,4759,335787,6,White,No,Own
1683,Kingsley,82960,3751,896784,2,Hispanic,No,Own
1684,Huntington,202224,3513,458565,3,Black,No,Own
1685,Maplewood,188322,4169,966971,5,Asian,No,Own
1686,Huntington,115765,4527,1419943,2,Hispanic,No,Own
1687,Huntington,147265,3204,1397624,6,Hispanic,No,Own
1688,Ashford,78137,4125,964686,4,Asian,No,Rent
1689,Kingsley,243083,4346,150044,2,Asian,No,Own
1690,Kingsley,148922,3103,1104593,3,Asian,Yes,Own
1691,Maplewood,151280,4481,976650,2,Other,No,Own
1692,Ashford,207484,4021,709288,6,White,Yes,Own
1693,Rosedale,73876,1882,827362,2,Other,No,Rent
1694,Maplewood,124547,1245,1441748,6,Hispanic,No,Own
1695,Rosedale,234736,2392,157965,4,Hispanic,No,Own
1696,Maplewood,80227,3575,1383042,3,Hispanic,Yes,Own
1697,Maplewood,193522,4616,169776,7,Asian,No,Rent
1698,Maplewood,114433,3853,393603,5,Black,No,Own
1699,Huntington,103704,2390,190932,2,Other,No,Own
1700,Ashford,36861,3031,968763,7,Black,No,Own
1701,Huntington,91914,2361,780049,1,White,No,Rent
1702,Rosedale,93888,4446,430126,5,White,Yes,Rent
1703,Rosedale,109286,4038,496562,2,Other,No,Own
1704,Ashford,91293,2400,276251,5,Hispanic,Yes,Rent
1705,Rosedale,243596,2856,926949,7,White,Yes,Own
1706,Maplewood,98515,1509,431822,1,Black,No,Own
1707,Kingsley,184596,3771,312678,5,Black,No,Own
1708,Maplewood,37065,3532,474635,7,Asian,No,Rent
1709,Kingsley,198756,1593,959055,5,Hispanic,No,Own
1710,Kingsley,118720,3899,582504,1,Asian,Yes,Rent
1711,Maplewood,194437,3655,1360819,1,Other,No,Own
1712,Maplewood,88876,826,410719,1,White,No,Rent
1713,Kingsley,184776,4067,1455759,4,Asian,No,Own
1714,Ashford,218929,884,805315,6,Asian,No,Own
1715,Maplewood,166694,3901,1228836,6,Other,No,Own
1716,Huntington,113797,1922,680159,7,Black,No,Own
1717,Maplewood,121141,811,291750,1,Black,No,Own
1718,Kingsley,248772,2548,745061,7,Other,Yes,Own
1719,Huntington,240404,3909,524567,6,Black,No,Rent
1720,Maplewood,132390,2676,684981,5,Other,No,Own
1721,Maplewood,126856,3419,917865,1,Black,Yes,Own
1722,Maplewood,96201,979,1223373,2,Other,No,Own
1723,Rosedale,193766,1596,310087,1,Black,No,Own
1724,Maplewood,119766,4613,902236,1,Asian,No,Own
1725,Kingsley,52995,2824,931533,6,Asian,Yes,Rent
1726,Maplewood,122320,4017,815475,7,Black,No,Own
1727,Ashford,110141,1686,702651,3,Other,No,Rent
1728,Huntington,244071,3268,1136374,5,Asian,Yes,Own
1729,Huntington,169491,4187,1256480,6,White,Yes,Rent
1730,Kingsley,209024,2319,1455420,7,Black,No,Own
1731,Rosedale,194909,3232,739240,7,White,Yes,Own
1732,Kingsley,100799,1716,439720,5,White,No,Own
1733,Ashford,209949,2870,378271,7,Hispanic,No,Rent
1734,Rosedale,75687,4776,1366366,2,White,No,Own
1735,Maplewood,67276,2581,1107567,4,White,No,Own
1736,Huntington,64523,1138,622471,3,Hispanic,No,Own
1737,Rosedale,227127,2316,636761,2,Hispanic,Yes,Rent
1738,Maplewood,84615,3670,1379158,2,Hispanic,No,Own
1739,Rosedale,40514,4382,948268,5,Other,No,Own
1740,Rosedale,77456,1714,404608,3,Hispanic,Yes,Rent
1741,Huntington,37233,4090,1471598,5,Other,No,Rent
1742,Kingsley,31102,2246,1051712,4,Black,No,Rent
1743,Kingsley,96133,2179,459625,7,Other,No,Rent
1744,Maplewood,76715,2283,1104608,5,Black,No,Own
1745,Rosedale,246265,2874,1092187,1,Hispanic,No,Own
1746,Ashford,140545,1600,312875,5,Hispanic,No,Own
1747,Maplewood,134085,2046,927946,7,Black,No,Rent
1748,Rosedale,139101,3537,1245564,1,Asian,No,Rent
1749,Kingsley,167328,4295,1415856,2,Other,Yes,Rent
1750,Maplewood,138684,4057,1246691,4,White,Yes,Own
1751,Ashford,94800,4677,131516,7,Hispanic,No,Own
1752,Maplewood,124937,1781,439126,6,Other,No,Own
1753,Maplewood,71548,3276,145099,1,Other,No,Own
1754,Maplewood,233162,2888,976492,4,Hispanic,No,Own
1755,Huntington,239272,3752,861733,5,Black,Yes,Rent
1756,Huntington,203439,1811,735361,6,Hispanic,No,Own
1757,Huntington,158845,4264,937620,5,Other,No,Own
1758,Ashford,143815,3550,629848,7,Asian,No,Own
1759,Maplewood,231454,2926,604373,2,Black,Yes,Rent
1760,Ashford,157602,4661,208763,7,Hispanic,No,Own
1761,Ashford,156270,3391,570409,7,White,No,Rent
1762,Huntington,156320,2273,315448,7,Hispanic,No,Own
1763,Maplewood,187277,3321,1190006,5,Other,No,Own
1764,Ashford,55570,1965,307932,1,Other,No,Own
1765,Maplewood,191327,4122,229189,2,White,No,Rent
1766,Rosedale,51182,1409,1100598,4,Black,No,Own
1767,Kingsley,69373,2983,1132302,2,Other,No,Rent
1768,Ashford,73019,3331,1299591,4,Black,No,Own
1769,Rosedale,223691,3661,406658,3,Black,Yes,Own
1770,Rosedale,46043,2455,311980,1,Hispanic,No,Own
1771,Ashford,206604,2555,1030135,1,Black,No,Own
1772,Kingsley,227008,845,170408,4,Other,Yes,Own
1773,Huntington,49239,2059,1372731,5,Other,No,Own
1774,Huntington,171488,4032,929773,6,Asian,No,Rent
1775,Kingsley,164484,2251,244763,5,Black,No,Own
1776,Rosedale,111976,2918,1415473,3,Asian,No,Own
1777,Kingsley,54406,3367,1419365,4,Hispanic,Yes,Own
1778,Rosedale,31875,2792,336192,3,Asian,No,Own
1779,Rosedale,198138,3923,458121,4,Black,No,Own
1780,Huntington,166824,3140,664312,3,Other,Yes,Rent
1781,Maplewood,247825,2288,1360246,4,Hispanic,No,Own
1782,Huntington,239097,2373,1289283,1,Black,No,Rent
1783,Ashford,162425,3227,921601,3,Hispanic,Yes,Own
1784,Kingsley,188058,2566,440791,3,White,No,Own
1785,Kingsley,247979,4349,340739,4,Black,No,Own
1786,Huntington,44691,3109,287401,2,White,Yes,Own
1787,Kingsley,230919,3204,544374,2,Asian,No,Own
1788,Kingsley,78075,2242,339354,1,Black,No,Own
1789,Maplewood,40794,2776,248865,5,White,Yes,Rent
1790,Ashford,229542,4773,133677,5,Other,No,Rent
1791,Maplewood,177478,3290,909454,1,Asian,Yes,Own
1792,Kingsley,105930,1525,1088652,5,Black,Yes,Rent
1793,Ashford,187944,4603,258337,6,Black,Yes,Own
1794,Kingsley,71708,4627,624818,6,Other,No,Own
1795,Maplewood,145492,4419,371695,6,Other,No,Rent
1796,Maplewood,136629,3687,390538,7,White,No,Own
1797,Kingsley,181872,1297,667275,7,White,No,Rent
1798,Maplewood,204469,4776,954528,6,White,No,Own
1799,Maplewood,153313,1504,1494817,4,Hispanic,Yes,Own
1800,Maplewood,198981,4927,1481359,2,Asian,No,Own
1801,Huntington,51352,4481,102781,1,Black,Yes,Rent
1802,Kingsley,131975,4938,1165906,4,Asian,Yes,Own
1803,Rosedale,123848,2716,1415977,6,Other,No,Own
1804,Rosedale,176510,2174,682930,1,Asian,Yes,Own
1805,Rosedale,249993,2645,413807,2,Asian,No,Own
1806,Kingsley,74999,2236,1384015,5,White,No,Own
1807,Kingsley,48482,3890,887313,4,Other,Yes,Rent
1808,Maplewood,193543,2170,495063,2,Asian,No,Rent
1809,Maplewood,77279,2728,860263,1,Black,No,Rent
1810,Maplewood,139413,2436,1068631,3,White,No,Rent
1811,Kingsley,84213,891,745553,4,Asian,No,Rent
1812,Kingsley,143909,2643,1498366,7,Other,No,Rent
1813,Rosedale,43026,984,1275724,1,Black,Yes,Own
1814,Maplewood,115184,2371,1448056,1,Other,No,Own
1815,Maplewood,35435,1631,271003,7,Other,No,Rent
1816,Huntington,169565,2925,537140,2,Other,No,Own
1817,Rosedale,233299,1063,909398,1,Hispanic,No,Rent
1818,Kingsley,89321,2086,1159896,4,Black,Yes,Own
1819,Kingsley,163835,2329,689413,6,Other,No,Rent
1820,Rosedale,50389,2608,1085256,7,Hispanic,Yes,Own
1821,Maplewood,61498,2677,1370748,4,White,No,Own
1822,Maplewood,93755,2549,335077,7,Hispanic,No,Own
1823,Kingsley,131545,2709,1265872,1,White,No,Own
1824,Kingsley,65825,3423,225355,2,Hispanic,Yes,Rent
1825,Kingsley,46934,1997,551930,4,Other,Yes,Own
1826,Ashford,35574,3278,111780,3,Hispanic,No,Rent
1827,Maplewood,160698,3310,962662,6,Hispanic,No,Own
1828,Huntington,199251,900,614249,7,Other,Yes,Rent
1829,Kingsley,162659,3887,1099602,5,White,Yes,Own
1830,Rosedale,72782,2719,736984,2,Other,No,Own
1831,Huntington,215484,3091,730363,2,Black,Yes,Own
1832,Kingsley,90561,4120,1402307,5,Hispanic,No,Rent
1833,Ashford,238296,904,233001,5,Black,No,Own
1834,Kingsley,165481,1493,610452,4,Other,No,Own
1835,Huntington,157159,4040,1005954,1,Other,No,Own
1836,Kingsley,232391,4291,984847,1,Asian,No,Own
1837,Maplewood,56751,4192,996147,3,Black,No,Rent
1838,Rosedale,68174,3068,222636,6,Asian,No,Own
1839,Huntington,152678,4583,1159692,7,Black,No,Own
1840,Maplewood,86572,4312,1367602,1,Asian,No,Rent
1841,Rosedale,91416,1689,1494021,3,Asian,No,Own
1842,Rosedale,173113,1589,529111,3,Black,Yes,Rent
1843,Rosedale,184299,1458,648155,2,Other,Yes,Own
1844,Kingsley,65201,1818,995939,2,White,No,Rent
1845,Huntington,66069,2753,427716,6,Other,No,Own
1846,Maplewood,243262,1990,558450,4,White,No,Rent
1847,Maplewood,56370,4506,1232324,5,Black,No,Own
1848,Maplewood,155342,4457,242324,5,Hispanic,No,Own
1849,Huntington,172658,3096,185261,6,Other,No,Own
1850,Kingsley,211303,1574,1024510,3,Asian,Yes,Own
1851,Rosedale,155758,3611,868731,6,Other,No,Own
1852,Huntington,166394,2180,320667,5,Black,No,Own
1853,Huntington,95294,3982,656459,3,Hispanic,Yes,Rent
1854,Huntington,109468,3897,255346,5,Hispanic,No,Own
1855,Huntington,190371,2204,651936,4,Other,No,Own
1856,Rosedale,120715,4601,431798,2,Other,No,Own
1857,Kingsley,100793,2169,357471,2,Other,No,Own
1858,Ashford,207573,2864,309691,3,Black,No,Own
1859,Huntington,218206,3092,149647,6,White,No,Rent
1860,Kingsley,141672,3565,571939,5,White,Yes,Rent
1861,Kingsley,170849,3617,1052254,1,Asian,No,Own
1862,Kingsley,172321,1516,484560,4,Black,No,Own
1863,Maplewood,150902,4840,1098958,5,Hispanic,No,Own
1864,Ashford,51390,2511,778514,7,Asian,No,Own
1865,Huntington,50369,2025,803526,1,Hispanic,No,Own
1866,Huntington,173953,808,1444721,4,Hispanic,Yes,Rent
